Actual Price,Predicted Price
0.190137997,0.18735617
0.191671669,0.18746261
0.184771374,0.19122402
0.185537875,0.18528941
0.185537875,0.18671192
0.185537875,0.18661042
0.18323794,0.18604614
0.184771374,0.18404377
0.184004664,0.18511811
0.188604712,0.18560717
0.19320482,0.189063
0.19320482,0.18985343
0.194738075,0.1920419
0.200871915,0.19136396
0.205472022,0.20085794
0.205472022,0.20542043
0.205472022,0.20501724
0.20240514,0.20553622
0.20240514,0.20166788
0.204705358,0.20151456
0.207771793,0.20359203
0.217738837,0.2065334
0.21850574,0.21627371
0.216205403,0.21638651
0.216972157,0.21466725
0.21850574,0.21641563
0.216972157,0.21643454
0.216205403,0.21600015
0.214672297,0.2149495
0.212372065,0.21499726
0.212372065,0.2104146
0.212372065,0.2109738
0.210072175,0.21176189
0.204705358,0.20982602
0.20240514,0.20533508
0.203938484,0.2020612
0.201638475,0.20368433
0.20317173,0.2016647
0.200871915,0.20298478
0.207005352,0.2003687
0.206238642,0.20635793
0.203938484,0.20549682
0.210072175,0.20397949
0.207771793,0.21069713
0.205472022,0.20130363
0.204705358,0.20552722
0.204705358,0.20362306
0.204705358,0.2036143
0.207771793,0.19752799
0.207771793,0.2066193
0.207005352,0.20685782
0.207005352,0.20686156
0.207771793,0.20127146
0.206238642,0.20700972
0.204705358,0.20602278
0.207771793,0.20397949
0.210072175,0.2066193
0.2116054,0.2112667
0.215438813,0.21086273
0.220038995,0.21521755
0.220805615,0.21916609
0.21850574,0.2196461
0.220805615,0.2162947
0.224639148,0.21928886
0.225405917,0.2230328
0.226938948,0.22231264
0.225100771,0.22552031
0.224321917,0.22543478
0.233668715,0.22222583
0.234447584,0.2286579
0.230552867,0.22826445
0.228216499,0.22764212
0.228995457,0.22540042
0.230552867,0.22581115
0.231332108,0.22791457
0.235226274,0.22906089
0.229774073,0.23459375
0.232111052,0.22745216
0.232111052,0.22861543
0.228995457,0.22906089
0.230552867,0.22717582
0.229774073,0.22902009
0.228995457,0.22965772
0.229774073,0.22797078
0.230552867,0.2309165
0.230552867,0.2290966
0.230552867,0.22995979
0.232889742,0.22795396
0.239899755,0.22898954
0.244573116,0.23647977
0.234447584,0.23727891
0.227437675,0.22816825
0.222764105,0.22452325
0.221206307,0.21996698
0.220427424,0.21987745
0.216532782,0.2193599
0.216532782,0.21466725
0.219648466,0.21507387
0.221206307,0.21705589
0.219648466,0.22018684
0.217311934,0.21741225
0.216532782,0.21600015
0.215754062,0.2157222
0.212638557,0.21467346
0.211859554,0.20998129
0.212638557,0.20879067
0.215754062,0.21050403
0.2219854,0.21475364
0.2219854,0.2194183
0.216532782,0.22028078
0.216532782,0.21589917
0.218090907,0.21537963
